search_group,candidate_idx,target,seed,matched_target,predicted_target,predicted_objective,predicted_rmse,predicted_gap,familiar_transition,novel_transition,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
standard,23,FF_FB_narrow_novel,23,True,FF_FB_narrow_novel,-0.2775634706175576,0.2752580940723419,2.7528657257867355,unresponsive -> unresponsive,FF -> FF,0.0063927387818694115,1.0903656482696533,0.006746961735188961,0.10626577585935593,0.5601662397384644,0.49821770191192627,0.7717635035514832,0.2816236615180969,0.0033558137404421967,0.0,0.0010753160420184334,0.0017953954869881273,0.13759056627750396,0.015796476416289805,0.1439714252948761,0.020556888543069363
standard,23,FF_FB_narrow_novel,37,True,FF_FB_narrow_novel,-0.2962477889717169,0.2790720462799072,2.832125112823754,unresponsive -> unresponsive,FF -> FF,0.0063927387818694115,1.0903656482696533,0.006746961735188961,0.10626577585935593,0.5601662397384644,0.49821770191192627,0.7717635035514832,0.2816236615180969,0.0005443917029576066,0.0,0.0019345720764249563,0.001526932259245465,0.14058099935452142,0.01311024787525336,0.14955788205067316,0.01864453243712584
standard,10,FF_FB_narrow_novel,11,True,FF_FB_narrow_novel,1.9469906554867824,2.213242769241333,2.453180756916602,unresponsive -> unresponsive,FF -> FF,0.0044634100049734116,0.36980876326560974,0.0004080279031768441,0.7663519382476807,1.2416164875030518,0.031236819922924042,0.4479473829269409,0.01986102946102619,0.01370831560343504,0.002300406154245138,0.013222608963648479,0.0033276458581288654,0.18298028409481049,0.13079596360524495,0.19043816725413004,0.13256550629933675
standard,10,FF_FB_narrow_novel,23,True,FF_FB_narrow_novel,2.0951212506430843,2.359860897064209,2.5781274197623136,unresponsive -> unresponsive,FF -> FF,0.0044634100049734116,0.36980876326560974,0.0004080279031768441,0.7663519382476807,1.2416164875030518,0.031236819922924042,0.4479473829269409,0.01986102946102619,0.001074333768337965,0.00022513476724270732,0.001290704100392759,0.0036460352595895527,0.17912989954153696,0.13885037750005721,0.1892237603664398,0.14241309016942977
standard,10,FF_FB_narrow_novel,37,True,FF_FB_narrow_novel,1.8155683691094358,2.1270973682403564,2.637161651295416,unresponsive -> unresponsive,FF -> FF,0.0044634100049734116,0.36980876326560974,0.0004080279031768441,0.7663519382476807,1.2416164875030518,0.031236819922924042,0.4479473829269409,0.01986102946102619,5.964326483081095e-05,0.0,0.0015145831935418149,0.0002005098263907712,0.17653375069300334,0.12492778648932774,0.1884838153918584,0.13275105357170106
standard,24,FF_FB_narrow_novel,11,True,FF_FB_narrow_novel,4.103707173466683,4.4672698974609375,0.4336729079484938,FF -> FF,FF -> FF,0.02043084241449833,2.0,0.01364130713045597,0.1456436961889267,0.500106155872345,0.23861098289489746,0.41095295548439026,0.22270898520946503,0.030298577373226485,0.0,0.029058159018556278,0.0002495144901331514,0.36779319643974306,0.02213935541609923,0.3749002873897552,0.026555385440587997
standard,24,FF_FB_narrow_novel,23,True,FF_FB_narrow_novel,2.8155347678189475,4.203158378601074,2.6836764190346,unresponsive -> unresponsive,FF -> FF,0.02043084241449833,2.0,0.01364130713045597,0.1456436961889267,0.500106155872345,0.23861098289489746,0.41095295548439026,0.22270898520946503,0.011492008032898108,0.0,0.009453186982621748,0.0002206740250888591,0.35612808068593343,0.024392488474647204,0.3629529138406118,0.029323994119962057
standard,24,FF_FB_narrow_novel,37,True,FF_FB_narrow_novel,2.8468200204738725,4.280656337738037,2.758751401708772,unresponsive -> unresponsive,FF -> FF,0.02043084241449833,2.0,0.01364130713045597,0.1456436961889267,0.500106155872345,0.23861098289489746,0.41095295548439026,0.22270898520946503,0.0034851469875623784,0.0,0.004466754019570847,9.713265747753515e-05,0.35928895473480227,0.021603293406466644,0.3676632344722748,0.027082129567861556
standard,6,FB_FB,11,True,FB_FB,-0.0688183958331744,0.20386695861816406,3.9906329025824867,FB -> FB,FB -> FB,1e-07,1e-07,0.6,0.6,1.5,1.5,1.5,1.5,3.631491902827596e-05,0.05135076443354289,0.0,0.05878397648533185,0.0,0.06400591681400934,4.071538054025344e-06,0.062202019492785136
standard,6,FB_FB,23,True,FB_FB,-0.20288186669349673,0.12688420712947845,4.378752204775811,FB -> FB,FB -> FB,1e-07,1e-07,0.6,0.6,1.5,1.5,1.5,1.5,0.0001367136409195761,0.06363019744555155,2.5057498472354685e-05,0.06595622425278028,5.3868315444560724e-05,0.06698439891139667,4.636573139578104e-05,0.06831221630175908
